"","Coverage","Uncut","Cut","Diversity","Substitutions","Indel","Cmut","CmutPam","C.T","length","active.UncutPAM.qualiy","uncut.quality","inactive.PAM.quality","cut.length","all.length","Mutationperbase","System","Day","Lane","gRNA","p.cut","p.uncut","p.uncut.quality","Day.c","replicate","p.active.uncut.PAM","p.inactive.cut"
"52",224,107,117,0.400988571058038,1.76785714285714,2.5,0.839285714285714,0.0267857142857143,0.267857142857143,26.8035714285714,78,107,39,23.8803418803419,26.8035714285714,"0.09_0.48_0.12_0.21_0.41_0.07_0.18_0.19_0.27_0.23_0.12_0.21_0.38_0.21_0.15_0.39_0.08_0.48_0.22_0.15","BE3",8,8238,"g6",0.425454545454545,0.477678571428571,0.477678571428571,8,"Replicate1",0.348214285714286,0.174107142857143
"53",34570,7820,26750,0.455395478099175,0.573705525021695,3.29921897599074,0.249493780734741,0.223864622505062,0.0363610066531675,21.3596470928551,24112,7817,2641,20.2959668074608,21.3596470928551,"0.07_0.12_0.08_0.06_0.07_0.1_0.08_0.06_0.13_0.06_0.03_0.13_0.21_0.25_0.22_0.22_0.2_0.28_0.31_0.06","BE3",18,8238,"g3",0.680661577608142,0.226207694532832,0.226120914087359,18,"Replicate1",0.697483367081284,0.0763957188313567
"54",23056,5076,17980,0.39169054160061,0.483908743927828,2.8449427480916,0.22822692574601,0.053998959056211,0.123308466342817,22.507373351839,13782,5069,4205,21.8049146605882,22.507373351839,"0.04_0.09_0.1_0.08_0.1_0.06_0.04_0.09_0.04_0.04_0.09_0.18_0.18_0.23_0.26_0.2_0.2_0.19_0.27_0.09","BE3",8,8238,"g1",0.68271567436209,0.220159611380985,0.21985600277585,8,"Replicate1",0.597761970853574,0.182382026370576
"55",57017,7074,49943,0.397382223038964,0.805882456109581,2.55834224880299,0.421891716505604,0.325096023992844,0.0295525895785467,22.3533332164091,44776,6958,5283,21.9854571605505,22.3533332164091,"0.04_0.05_0.06_0.09_0.08_0.04_0.04_0.06_0.05_0.06_0.07_0.12_0.14_0.17_0.14_0.16_0.14_0.49_0.41_0.08","Cas9",4,8238,"g4",0.780713135639587,0.124068260343406,0.122033779399127,4,"Replicate1",0.785309644491994,0.0926565761088798
"56",1094,315,779,0.569601101672498,4.06124314442413,1.93875685557587,2.8199268738574,1.1654478976234,0.412248628884826,27.0621572212066,360,313,421,25.8847631241997,27.0621572212066,"0.66_0.26_0.25_0.36_0.43_0.32_0.3_0.28_0.32_0.31_0.18_0.09_0.12_0.42_0.17_0.21_0.3_0.21_0.11_0.31","Cas9",18,8238,"g9",0.586596385542169,0.287934186471664,0.286106032906764,18,"Replicate1",0.329067641681901,0.384826325411335
"57",23478,12733,10745,0.300260978924257,1.4030155890621,1.06499701848539,1.00102223358037,0.51405571173013,0.244569384104268,24.1120197631826,7435,12719,3324,23.0501905381541,24.1120197631826,"0.25_0.29_0.27_0.29_0.2_0.14_0.12_0.18_0.29_0.12_0.17_0.22_0.25_0.34_0.2_0.22_0.36_0.25_0.14_0.51","BE3",18,8238,"g5",0.412159570387418,0.542337507453787,0.541741204531902,18,"Replicate1",0.316679444586421,0.141579350881676
"58",35493,11978,23515,0.227939510232237,0.267094920125095,1.23004536105711,0.0315555179894627,0,0.0162285521088665,24.3700166229961,21972,11774,1747,24.057295838779,24.3700166229961,"0.04_0.04_0.06_0.02_0.04_0.05_0.05_0.04_0.04_0.04_0.07_0.13_0.09_0.11_0.14_0.08_0.18_0.14_0.33_0.05","Cas9",4,8238,"g2",0.570835558576492,0.33747499506945,0.331727382864227,4,"Replicate1",0.619051643986138,0.0492209731496351
"59",786,237,549,0.293274091968308,1.80025445292621,1.36641221374046,1.31552162849873,0.984732824427481,0.0865139949109415,27.1323155216285,458,235,93,25.9092558983666,27.1323155216285,"0.22_0.08_0.08_0.13_0.11_0.14_0.05_0.05_0.1_0.07_0.06_0.02_0.05_0.2_0.07_0.13_0.06_0.12_0.09_0.08","BE3",10,8238,"g9",0.600656455142232,0.301526717557252,0.298982188295165,10,"Replicate1",0.582697201017812,0.118320610687023
"60",51318,15078,36240,0.24220105143736,0.312814217233719,1.30936513504034,0.0454031723761643,0,0.0244748431349624,24.3096379438014,33351,14797,3170,24.0299279866378,24.3096379438014,"0.04_0.07_0.08_0.03_0.08_0.08_0.07_0.06_0.05_0.06_0.08_0.14_0.12_0.14_0.16_0.1_0.24_0.16_0.35_0.07","Cas9",8,8238,"g2",0.611294784427502,0.293815035660002,0.288339374098757,8,"Replicate1",0.649888927861569,0.0617716980396742
"61",12672,1555,11117,0.415379465442389,0.939867424242424,2.6489898989899,0.501183712121212,0.385732323232323,0.0494791666666667,22.1081912878788,9993,1538,1141,21.7087300161667,22.1081912878788,"0.02_0.03_0.03_0.05_0.06_0.03_0.04_0.06_0.05_0.07_0.08_0.12_0.14_0.11_0.12_0.21_0.17_0.5_0.43_0.08","Cas9",8,8238,"g4",0.770355484720394,0.12271148989899,0.121369949494949,8,"Replicate1",0.788589015151515,0.0900410353535354
"62",15670,3874,11796,0.526477960429729,1.35335035098915,3.37377153797064,0.850350989151244,0.233120612635609,0.0691129546904914,23.1654754307594,7202,3866,4602,22.564639105388,23.1654754307594,"0.06_0.2_0.27_0.23_0.2_0.18_0.14_0.31_0.15_0.17_0.26_0.26_0.37_0.29_0.13_0.33_0.16_0.33_0.4_0.07","BE3",18,8238,"g4",0.64469585177898,0.247223994894703,0.246713465220166,18,"Replicate1",0.459604339502234,0.293682195277601
"63",42616,18000,24616,0.318174209692755,0.445841937300544,2.06100994931481,0.211704524122395,0.191078468180965,0.0209545710531256,22.7655575370753,22427,17976,2213,21.1354301948052,22.7655575370753,"0.03_0.08_0.06_0.02_0.05_0.06_0.06_0.05_0.07_0.05_0.06_0.11_0.19_0.19_0.16_0.26_0.24_0.27_0.3_0.06","Cas9",4,8238,"g3",0.489782924451342,0.422376572179463,0.421813403416557,4,"Replicate1",0.52625774357049,0.0519288530129529
"64",40471,7231,33240,0.386772075604266,0.495169380544093,2.73356230387191,0.172518593560821,0.0362234686565689,0.0590052136097452,22.5116008994095,28470,7218,4783,21.9714612215439,22.5116008994095,"0.03_0.04_0.07_0.06_0.07_0.04_0.04_0.06_0.04_0.05_0.06_0.1_0.16_0.15_0.17_0.18_0.28_0.18_0.42_0.11","Cas9",8,8238,"g1",0.717849044379657,0.178671147241234,0.178349929579205,8,"Replicate1",0.703466679844827,0.118183390575968
"65",2707,533,2174,0.839562013928082,3.94939046915405,4.92390099741411,1.93239748799409,0.0720354636128556,0.646102696712228,24.164019209457,628,531,1548,22.7408088235294,24.164019209457,"0.12_0.45_0.21_0.2_0.48_0.13_0.21_0.17_0.3_0.25_0.17_0.15_0.39_0.19_0.14_0.45_0.22_0.49_0.22_0.17","BE3",18,8238,"g6",0.637536656891496,0.196896933875139,0.196158108607314,18,"Replicate1",0.231991134096786,0.5718507572959
"66",21412,14519,6893,0.176682592251396,0.515084999065944,0.630160657575191,0.326172239865496,0.286194657201569,0.0320381094713245,24.0719689893518,6265,14494,653,22.1276380456779,24.0719689893518,"0.06_0.08_0.04_0.04_0.04_0.02_0.03_0.04_0.04_0.06_0.05_0.07_0.13_0.19_0.14_0.3_0.21_0.41_0.13_0.47","Cas9",8,8238,"g5",0.286981139930888,0.678077713431721,0.676910143844573,8,"Replicate1",0.292592938539137,0.0304969176162899
"67",18791,10902,7889,0.261526892493182,0.780958969719547,1.22446916076845,0.523601724229684,0.399074024799106,0.0504496833590549,23.3025384492576,6561,10889,1341,20.9634269805113,23.3025384492576,"0.13_0.15_0.12_0.15_0.08_0.08_0.07_0.11_0.16_0.07_0.1_0.11_0.14_0.22_0.16_0.24_0.21_0.4_0.11_0.54","Cas9",18,8238,"g5",0.383836909453608,0.580171358629131,0.579479538076739,18,"Replicate1",0.349156511095737,0.0713639508275238
"68",32319,7364,24955,0.317709500278956,0.386429035551843,2.05235310498468,0.170704539125592,0.0166465546582506,0.0630898233237415,23.6223583650484,22395,7336,2588,23.2178281231237,23.6223583650484,"0.04_0.05_0.09_0.09_0.11_0.05_0.04_0.07_0.06_0.08_0.1_0.13_0.17_0.13_0.15_0.16_0.26_0.16_0.34_0.12","Cas9",4,8238,"g1",0.655520239565,0.227853584578731,0.226987221139268,4,"Replicate1",0.692936043813237,0.0800767350474953
"69",27756,27131,625,0.0682777804247112,0.0454316183888168,0.0249675745784695,0.0266609021472835,0.0109165585819282,0.008070327136475,24.9733390978527,575,27045,136,23.9620253164557,24.9733390978527,"0.08_0.15_0.16_0.14_0.05_0.07_0.08_0.06_0.09_0.04_0.08_0.08_0.05_0.09_0.09_0.13_0.08_0.11_0.06_0.23","Cas9",0,8238,"g5",0.0199444745827616,0.977482346159389,0.974383916990921,0,"Replicate1",0.0207162415333622,0.00489984147571696
"70",3455,478,2977,0.335312008088189,1.95397973950796,1.76931982633864,1.5013024602026,1.30738060781476,0.0503617945007236,26.1085383502171,2654,476,325,25.4877475662974,26.1085383502171,"0.31_0.1_0.17_0.14_0.22_0.15_0.1_0.11_0.16_0.17_0.09_0.13_0.08_0.18_0.07_0.07_0.09_0.14_0.13_0.14","BE3",10,8238,"g9",0.744994994994995,0.1383502170767,0.137771345875543,10,"Replicate1",0.768162083936324,0.0940665701881331
"71",31991,19168,12823,0.152618278624816,0.177925041417899,0.614078959707418,0.0250382920196305,0,0.0084398737144822,24.7946922571973,11883,19022,1086,24.4935615698974,24.7946922571973,"0.04_0.06_0.08_0.02_0.05_0.06_0.05_0.05_0.06_0.06_0.09_0.13_0.1_0.09_0.16_0.08_0.2_0.12_0.32_0.06","Cas9",2,8238,"g2",0.346034487411285,0.599168516145166,0.594604732581038,2,"Replicate1",0.371448219811822,0.0339470476071395
"72",35966,25254,10712,0.176024773045535,0.579130289718067,0.559723071790024,0.372796530056164,0.270894733915365,0.0484624367458155,24.2574097758995,9265,25229,1472,22.512526776567,24.2574097758995,"0.11_0.14_0.14_0.16_0.09_0.08_0.07_0.1_0.16_0.08_0.1_0.14_0.16_0.2_0.12_0.31_0.25_0.29_0.1_0.39","BE3",8,8238,"g5",0.26884176182708,0.702163154089974,0.701468053161319,8,"Replicate1",0.257604404159484,0.040927542679197
"73",37384,6004,31380,0.296265607813963,0.481676653113632,1.7043387545474,0.0295046008987802,0,0.0171196233682859,23.8098384335545,28739,5747,2898,23.5936403578089,23.8098384335545,"0.03_0.05_0.07_0.03_0.06_0.06_0.06_0.05_0.04_0.05_0.14_0.13_0.11_0.14_0.19_0.07_0.21_0.18_0.36_0.06","Cas9",18,8238,"g2",0.733657532965491,0.160603466723732,0.153728867964905,18,"Replicate1",0.768751337470576,0.0775197945645196
"74",8453,462,7991,0.337396349726318,2.10268543712291,1.5309357624512,1.58322489057139,1.30841121495327,0.088844197326393,26.3396427303916,6802,461,1190,26.1285035035035,26.3396427303916,"0.28_0.16_0.1_0.16_0.2_0.18_0.14_0.19_0.16_0.2_0.07_0.13_0.09_0.23_0.11_0.13_0.12_0.1_0.05_0.21","BE3",18,8238,"g9",0.840980846137655,0.0546551520170354,0.0545368508221933,18,"Replicate1",0.804684727315746,0.140778421862061
"75",14010,1755,12255,0.497656068349105,0.646680942184154,3.66509635974304,0.289578872234118,0.267665952890792,0.031192005710207,20.8178443968594,11205,1753,1052,20.2197111854451,20.8178443968594,"0.04_0.11_0.05_0.04_0.05_0.05_0.04_0.03_0.09_0.04_0.03_0.11_0.21_0.23_0.2_0.25_0.27_0.31_0.29_0.07","Cas9",18,8238,"g3",0.766368582327559,0.125267665952891,0.125124910778016,18,"Replicate1",0.799785867237687,0.0750892219842969
"76",272,92,180,0.750260584358346,3.08455882352941,5,1.57352941176471,0.0772058823529412,0.393382352941176,24.2169117647059,37,92,143,21.2611111111111,24.2169117647059,"0.08_0.27_0.15_0.09_0.17_0.03_0.13_0.19_0.24_0.24_0.25_0.23_0.25_0.09_0.14_0.35_0.27_0.46_0.15_0.13","Cas9",18,8238,"g6",0.55045871559633,0.338235294117647,0.338235294117647,18,"Replicate1",0.136029411764706,0.525735294117647
"77",56606,19656,36950,0.288087146428318,0.641963749425856,1.61254990637035,0.338356357983253,0.239568243649083,0.0457725329470374,23.4607638766209,34023,19459,3124,22.6544539262928,23.4607638766209,"0.04_0.05_0.1_0.09_0.1_0.06_0.04_0.08_0.04_0.06_0.07_0.1_0.14_0.15_0.13_0.17_0.16_0.46_0.41_0.1","BE3",2,8238,"g4",0.569407631140973,0.347242341801222,0.343762145355616,2,"Replicate1",0.601049358725223,0.0551884959191605
"78",157373,27089,130284,0.464955892379781,0.614902175087213,3.51953638807165,0.179751291517605,0.0328582412484988,0.0657101281668393,21.2729248346286,99973,27046,30354,20.4984078510209,21.2729248346286,"0.04_0.04_0.07_0.08_0.09_0.04_0.04_0.05_0.04_0.05_0.06_0.1_0.19_0.18_0.18_0.21_0.32_0.18_0.44_0.09","Cas9",18,8238,"g1",0.729359338961417,0.172132449657819,0.171859213461013,18,"Replicate1",0.635261448914363,0.192879337624624
"79",113775,86595,27180,0.158873349402018,0.423054273785981,0.547237969676994,0.267343441001978,0.201485387826851,0.0284069435288947,24.2266842452208,22629,86319,4827,21.7954545454545,24.2266842452208,"0.13_0.19_0.17_0.16_0.1_0.09_0.09_0.11_0.16_0.09_0.11_0.14_0.13_0.21_0.15_0.28_0.26_0.4_0.13_0.51","Cas9",4,8238,"g5",0.21525643868597,0.761107448912327,0.758681608437706,4,"Replicate1",0.198892551087673,0.042425840474621
"80",79236,23629,55607,0.397514505791213,0.577969609773335,2.7262860316018,0.234666060881418,0.209551214094603,0.0262759351809783,21.9754152153062,50334,23608,5294,20.6918098799166,21.9754152153062,"0.06_0.14_0.09_0.08_0.08_0.09_0.09_0.08_0.16_0.06_0.07_0.09_0.19_0.27_0.19_0.26_0.24_0.3_0.35_0.07","BE3",8,8238,"g3",0.595899952848386,0.298210409409864,0.29794537836337,8,"Replicate1",0.63524155686809,0.0668130647685396
"81",30010,20444,9566,0.187036101085389,0.542785738087304,0.70973008997001,0.319193602132622,0.27407530823059,0.0274908363878707,23.9102965678107,8504,20379,1127,21.6045062817984,23.9102965678107,"0.06_0.12_0.09_0.08_0.05_0.05_0.04_0.06_0.09_0.06_0.06_0.1_0.13_0.17_0.14_0.26_0.17_0.37_0.1_0.49","BE3",4,8238,"g5",0.28471932853146,0.681239586804399,0.679073642119294,4,"Replicate1",0.283372209263579,0.0375541486171276
"82",486,323,163,0.358043279504151,0.930041152263374,2.9917695473251,0.42798353909465,0.0267489711934156,0.135802469135802,26.4279835390947,73,311,102,20.08,26.4279835390947,"0.08_0.25_0.04_0.1_0.21_0.03_0.09_0.17_0.15_0.09_0.07_0.14_0.23_0.1_0.16_0.28_0.21_0.27_0.14_0.12","BE3",4,8238,"g6",0.282006920415225,0.664609053497942,0.639917695473251,4,"Replicate1",0.150205761316872,0.209876543209877
"83",623,19,604,0.86713485966112,5.73836276083467,3.41412520064205,3.9438202247191,1.6099518459069,0.5553772070626,25.3178170144462,272,19,332,25.1705298013245,25.3178170144462,"0.51_0.3_0.26_0.33_0.28_0.4_0.26_0.27_0.34_0.25_0.21_0.2_0.09_0.42_0.17_0.3_0.31_0.32_0.29_0.38","BE3",25,8467,"g9",0.733900364520049,0.0304975922953451,0.0304975922953451,25,"Replicate2",0.436597110754414,0.532905296950241
"84",2309,1384,925,0.453746131581923,1.70376786487657,2.2555218709398,1.22780424426159,0.119099177132958,0.255954958856648,24.8172368990905,39,1380,890,24.545748116254,24.8172368990905,"0.07_0.37_0.43_0.37_0.35_0.34_0.19_0.57_0.24_0.24_0.3_0.24_0.51_0.44_0.12_0.51_0.18_0.23_0.4_0.08","BE3",32,8467,"g4",0.307206908003985,0.599393676916414,0.597661325249026,32,"Replicate2",0.0168904287570377,0.385448245993937
"85",12797,11002,1795,0.105810916803248,0.190904118152692,0.240212549816363,0.126045166835977,0.108697350941627,0.00961162772524811,24.623349222474,1621,10983,193,22.3428886438809,24.623349222474,"0.04_0.1_0.04_0.03_0.02_0.03_0.03_0.03_0.05_0.03_0.05_0.05_0.08_0.12_0.1_0.26_0.15_0.43_0.13_0.48","Cas9",2,8467,"g5",0.120292186034044,0.859732749863249,0.8582480268813,2,"Replicate2",0.126670313354693,0.0150816597640072
"86",8398,6805,1593,0.122816863115099,0.252798285306025,0.343415098833055,0.163372231483687,0.142295784710645,0.01417004048583,24.4996427720886,1417,6788,193,22.3900621118012,24.4996427720886,"0.04_0.08_0.03_0.03_0.03_0.02_0.01_0.03_0.06_0.02_0.03_0.04_0.11_0.12_0.1_0.28_0.19_0.44_0.12_0.49","BE3",2,8467,"g5",0.159507359567438,0.810311979042629,0.808287687544654,2,"Replicate2",0.168730650154799,0.0229816623005477
"87",12829,12130,699,0.0785214982992767,0.0697638163535739,0.099072414061891,0.0146542988541585,0,0.00420921350066256,24.9367838490919,570,12101,158,23.8818681318681,24.9367838490919,"0.08_0.1_0.1_0.05_0.07_0.11_0.08_0.08_0.05_0.06_0.08_0.09_0.08_0.06_0.15_0.09_0.14_0.13_0.22_0.07","BE3",0,8467,"g2",0.0441399343268502,0.945514069685868,0.943253566139216,0,"Replicate2",0.0444305869514381,0.012315846909346
"88",512,93,419,0.528736619381781,0.6640625,4.212890625,0.21875,0.025390625,0.080078125,20.34765625,315,93,104,19.3150357995227,20.34765625,"0_0.01_0.04_0.02_0.02_0.02_0.01_0.06_0.05_0.04_0.07_0.09_0.16_0.12_0.1_0.17_0.24_0.15_0.55_0.05","Cas9",32,8467,"g1",0.686885245901639,0.181640625,0.181640625,32,"Replicate2",0.615234375,0.203125
"89",6513,6295,218,0.070871985742727,0.0475971134653769,0.0411484722861968,0.0259481037924152,0.018885306310456,0.00506678949792722,24.9606939966221,212,6279,22,23.9017094017094,24.9606939966221,"0.1_0.07_0.04_0.06_0.03_0.03_0.04_0.06_0.04_0.03_0.01_0.04_0.06_0.1_0.1_0.15_0.06_0.15_0.15_0.25","BE3",25,8467,"g5",0.0290125099813681,0.966528481498541,0.964071856287425,25,"Replicate2",0.03255028404729,0.00337785966528482
"90",226,103,123,0.410308250586848,0.68141592920354,3.8141592920354,0.225663716814159,0.0221238938053097,0.0530973451327434,25.0619469026549,85,100,41,21.1428571428571,25.0619469026549,"0_0.04_0.02_0.04_0.04_0_0.04_0.05_0_0_0_0.02_0.14_0.1_0.1_0.08_0.03_0.12_0_0.04","Cas9",25,8467,"g6",0.448905109489051,0.455752212389381,0.442477876106195,25,"Replicate2",0.376106194690265,0.18141592920354
"91",5893,771,5122,0.60480980544612,1.26726624809096,4.44815883251315,0.731376209061599,0.444086203970813,0.0726285423383676,19.6477176310877,4023,769,1101,18.8444574551132,19.6477176310877,"0.02_0.06_0.05_0.09_0.05_0.03_0.05_0.08_0.08_0.07_0.12_0.12_0.19_0.15_0.12_0.2_0.21_0.57_0.53_0.12","Cas9",25,8467,"g4",0.743288347119431,0.13083319192262,0.130493806210759,25,"Replicate2",0.682674359409469,0.186831834379773
"92",482,69,413,1,5.61825726141079,4.72406639004149,2.89834024896266,0.157676348547718,1.02489626556017,24.6161825726141,55,67,360,23.7518072289157,24.6161825726141,"0.11_0.47_0.17_0.21_0.38_0.04_0.22_0.22_0.31_0.27_0.22_0.15_0.32_0.18_0.13_0.38_0.2_0.4_0.19_0.12","BE3",32,8467,"g6",0.623867069486405,0.143153526970954,0.139004149377593,32,"Replicate2",0.114107883817427,0.746887966804979
"93",6463,4651,1812,0.212782022613039,0.788024137397493,0.767909639486307,0.531332198669349,0.0146990561658672,0.0933003249265047,24.1468358347517,1406,4640,417,21.9753154141525,24.1468358347517,"0.07_0.16_0.22_0.21_0.24_0.13_0.13_0.23_0.12_0.1_0.29_0.22_0.33_0.18_0.11_0.21_0.26_0.08_0.31_0.14","BE3",2,8467,"g1",0.224340720564566,0.719634844499458,0.717932848522358,2,"Replicate2",0.217546031254835,0.0645211202228067
"94",6500,1866,4634,0.509234843781835,0.561076923076923,3.94692307692308,0.236923076923077,0.211384615384615,0.0230769230769231,20.2667692307692,4261,1866,373,18.360811394044,20.2667692307692,"0.03_0.1_0.05_0.05_0.05_0.07_0.07_0.04_0.13_0.03_0.04_0.11_0.23_0.31_0.18_0.33_0.23_0.32_0.27_0.06","Cas9",32,8467,"g3",0.597164948453608,0.287076923076923,0.287076923076923,32,"Replicate2",0.655538461538462,0.0573846153846154
"95",1957,93,1864,0.465177271494602,3.0056208482371,1.95145631067961,2.15891670924885,1.4368932038835,0.233520694941237,26.0996423096576,1419,92,446,25.9072386058981,26.0996423096576,"0.28_0.13_0.14_0.17_0.13_0.19_0.11_0.11_0.17_0.14_0.1_0.1_0.07_0.21_0.11_0.21_0.16_0.23_0.15_0.22","BE3",32,8467,"g9",0.789161727349704,0.0475217169136433,0.0470107307102708,32,"Replicate2",0.72508942258559,0.227899846704139
"96",10643,1978,8665,0.334178203237845,0.815559522690971,1.88010899182561,0.43756459644837,0.320774217795734,0.0368317203795922,23.1434745842338,7967,1973,703,22.7209919261822,23.1434745842338,"0.02_0.05_0.07_0.06_0.06_0.04_0.05_0.08_0.06_0.05_0.1_0.08_0.11_0.11_0.13_0.24_0.19_0.54_0.46_0.1","BE3",2,8467,"g4",0.683845000394602,0.185849854364371,0.18538006201259,2,"Replicate2",0.748567133327069,0.0660528046603401
"97",3634,1352,2282,0.512064705932015,0.974133186571271,3.8062740781508,0.586406164006604,0.301871216290589,0.0751238304898184,20.47275729224,1750,1350,534,17.7968476357268,20.47275729224,"0.03_0.06_0.12_0.08_0.08_0.07_0.07_0.17_0.09_0.09_0.16_0.1_0.23_0.13_0.14_0.2_0.24_0.57_0.48_0.11","Cas9",2,8467,"g4",0.530821121190975,0.372041827187672,0.371491469455146,2,"Replicate2",0.481563015960374,0.14694551458448
"98",1219,641,578,0.156995524943735,0.127153404429861,0.666119770303528,0.0131255127153404,0,0.00656275635767022,24.9573420836751,565,636,18,24.9108061749571,24.9573420836751,"0_0.02_0.01_0.01_0.04_0.01_0.01_0_0.01_0.04_0.03_0.05_0.05_0.07_0.17_0.03_0.16_0.03_0.4_0.06","Cas9",2,8467,"g2",0.407329105003524,0.525840853158327,0.521739130434783,2,"Replicate2",0.463494667760459,0.014766201804758
"99",12044,2933,9111,0.471241222689896,0.554882098970442,3.52150448356028,0.245516439721023,0.228827632015942,0.0232480903354367,20.9107439388907,8268,2928,848,19.5973014480035,20.9107439388907,"0.03_0.06_0.01_0.03_0.04_0.07_0.05_0.02_0.07_0.03_0.04_0.08_0.16_0.25_0.17_0.4_0.23_0.28_0.3_0.03","Cas9",25,8467,"g3",0.631699369063302,0.2435237462637,0.243108601793424,25,"Replicate2",0.686482896047825,0.0704085021587512
"100",5783,2578,3205,0.330438901947692,0.988587238457548,1.74355870655369,0.628912329240878,0.539858205083867,0.0581013314888466,22.4155282725229,2656,2569,558,20.3497199751089,22.4155282725229,"0.05_0.12_0.05_0.05_0.03_0.02_0.03_0.06_0.05_0.02_0.03_0.03_0.07_0.12_0.15_0.29_0.25_0.52_0.15_0.52","Cas9",32,8467,"g5",0.476863561969945,0.445789382673353,0.444233097008473,32,"Replicate2",0.459277191768978,0.0964897112225488
"101",472,55,417,0.255191175527134,1.72881355932203,1.05932203389831,1.33898305084746,1.24152542372881,0.0360169491525424,26.9237288135593,371,52,49,26.5428571428571,26.9237288135593,"0.08_0.02_0.08_0.08_0.05_0.05_0.02_0.04_0.07_0.04_0_0.06_0.02_0.09_0.02_0.07_0.02_0.15_0.12_0.07","Cas9",25,8467,"g9",0.758181818181818,0.116525423728814,0.110169491525424,25,"Replicate2",0.786016949152542,0.103813559322034
"102",5328,3288,2040,0.214926981394171,0.230292792792793,1.24380630630631,0.121433933933934,0.111298798798799,0.0112612612612613,23.7070195195195,1915,3279,134,21.6378721327477,23.7070195195195,"0.02_0.04_0.01_0.01_0.03_0.03_0.01_0.02_0.05_0.02_0.02_0.06_0.12_0.18_0.15_0.25_0.24_0.22_0.25_0.05","Cas9",2,8467,"g3",0.302760463045414,0.617117117117117,0.615427927927928,2,"Replicate2",0.359421921921922,0.0251501501501501
"103",719,578,141,0.185858240407015,0.593880389429764,0.592489568845619,0.136300417246175,0,0.0139082058414465,24.8859527121001,59,578,82,24.4184397163121,24.8859527121001,"0.05_0.21_0.11_0.06_0.13_0.19_0.13_0.18_0.14_0.16_0.21_0.25_0.22_0.12_0.25_0.31_0.29_0.1_0.23_0.16","BE3",32,8467,"g2",0.160958904109589,0.803894297635605,0.803894297635605,32,"Replicate2",0.0820584144645341,0.114047287899861
"104",18689,11706,6983,0.209101011896636,0.221681202846594,1.19460645299374,0.118786451923591,0.109529669859276,0.00984536358285623,23.7644068703515,6610,11691,388,21.7000571591883,23.7644068703515,"0.01_0.05_0.02_0.01_0.04_0.04_0.03_0.01_0.06_0.03_0.02_0.09_0.16_0.2_0.18_0.29_0.24_0.23_0.25_0.05","BE3",2,8467,"g3",0.305990096840629,0.626357750548451,0.625555139386805,2,"Replicate2",0.353683985231955,0.0207608753812403
"105",3697,1145,2552,0.564302222406312,0.802542602109819,4.28969434676765,0.207465512577766,0.146605355693806,0.0630240735731674,19.8260751961049,2198,1142,357,17.5127201565558,19.8260751961049,"0.05_0.15_0.09_0.09_0.14_0.13_0.12_0.09_0.14_0.07_0.08_0.12_0.16_0.26_0.15_0.3_0.22_0.26_0.25_0.05","BE3",32,8467,"g3",0.57737556561086,0.309710576142818,0.308899107384366,32,"Replicate2",0.594536110359751,0.0965647822558831
"106",14995,6975,8020,0.314000239213645,0.906102034011337,1.65868622874291,0.558586195398466,0.497099033011004,0.0485495165055018,22.5153717905969,6803,6944,1248,20.3723761023475,22.5153717905969,"0.05_0.1_0.05_0.03_0.01_0.01_0.03_0.03_0.03_0.02_0.02_0.04_0.06_0.15_0.13_0.29_0.23_0.51_0.16_0.51","Cas9",25,8467,"g5",0.453389111877438,0.465155051683895,0.463087695898633,25,"Replicate2",0.453684561520507,0.0832277425808603
"107",1642,268,1374,0.367784923793803,0.564555420219245,1.95188794153471,0.0493300852618758,0,0.0152253349573691,22.8440925700365,1166,263,213,22.4329224075417,22.8440925700365,"0.03_0.06_0.04_0.03_0.02_0.07_0.06_0.01_0.04_0.06_0.09_0.17_0.08_0.09_0.15_0.12_0.22_0.16_0.48_0.1","Cas9",25,8467,"g2",0.707153885743695,0.163215590742996,0.160170523751523,25,"Replicate2",0.710109622411693,0.129719853836784
"108",1232,1161,71,0.100246842793864,0.142857142857143,0.234577922077922,0.0933441558441558,0.0137987012987013,0.00811688311688312,24.9472402597403,31,1158,43,24.1216216216216,24.9472402597403,"0.06_0.1_0.1_0.09_0.19_0.06_0.03_0.19_0.06_0.12_0.06_0.03_0.19_0.13_0.06_0.2_0.13_0.22_0.19_0.09","BE3",25,8467,"g4",0.047972972972973,0.94237012987013,0.939935064935065,25,"Replicate2",0.0251623376623377,0.0349025974025974
"109",10801,6108,4693,0.330052518535903,0.391074900472179,2.29543560781409,0.117396537357652,0.104527358577909,0.0291639662994167,22.200999907416,4288,6091,422,18.5811040339703,22.200999907416,"0.03_0.09_0.06_0.05_0.07_0.07_0.07_0.05_0.13_0.03_0.04_0.09_0.14_0.23_0.18_0.26_0.13_0.22_0.23_0.05","BE3",25,8467,"g3",0.360777982779828,0.56550319414869,0.563929265808721,25,"Replicate2",0.39700027775206,0.0390704564392186
"110",8331,611,7720,0.553633786857445,0.763533789461049,4.32325051014284,0.247869403432961,0.0380506541831713,0.0818629216180531,20.1607250030008,5875,611,1845,19.7777202072539,20.1607250030008,"0.01_0.01_0.05_0.06_0.05_0.03_0.02_0.06_0.07_0.06_0.1_0.11_0.13_0.15_0.18_0.19_0.3_0.2_0.45_0.09","Cas9",25,8467,"g1",0.795056642636457,0.073340535349898,0.073340535349898,25,"Replicate2",0.70519745528748,0.221462009362622
